"origin","destination","count","iata","order_count","order_length_days","date_start","date_end"
"DEN","GTF","868","DEN","26","260","2020-07-16","2021-04-02"
"DEN","GUC","832","DEN","26","260","2020-07-16","2021-04-02"
"DEN","HDN","1310","DEN","26","260","2020-07-16","2021-04-02"
"DEN","HLN","414","DEN","26","260","2020-07-16","2021-04-02"
"DEN","HNL","367","DEN","26","260","2020-07-16","2021-04-02"
"DEN","HOU","1056","DEN","26","260","2020-07-16","2021-04-02"
"DEN","HSV","654","DEN","26","260","2020-07-16","2021-04-02"
"DEN","IAD","2943","DEN","26","260","2020-07-16","2021-04-02"
"DEN","IAH","4788","DEN","26","260","2020-07-16","2021-04-02"
"DEN","ICT","1583","DEN","26","260","2020-07-16","2021-04-02"
"DEN","IDA","979","DEN","26","260","2020-07-16","2021-04-02"
"DEN","IND","2083","DEN","26","260","2020-07-16","2021-04-02"
"DEN","JAC","1340","DEN","26","260","2020-07-16","2021-04-02"
"DEN","JAX","118","DEN","26","260","2020-07-16","2021-04-02"
"DEN","JFK","1084","DEN","26","260","2020-07-16","2021-04-02"
"DEN","KOA","45","DEN","26","260","2020-07-16","2021-04-02"
"DEN","LAS","8147","DEN","26","260","2020-07-16","2021-04-02"
"DEN","LAX","8811","DEN","26","260","2020-07-16","2021-04-02"
"DEN","LGA","3051","DEN","26","260","2020-07-16","2021-04-02"
"DEN","LIH","45","DEN","26","260","2020-07-16","2021-04-02"
"DEN","LIT","121","DEN","26","260","2020-07-16","2021-04-02"
"DEN","LNK","1200","DEN","26","260","2020-07-16","2021-04-02"
"DEN","MBS","1","DEN","26","260","2020-07-16","2021-04-02"
"DEN","MCI","5111","DEN","26","260","2020-07-16","2021-04-02"
"DEN","MCO","3015","DEN","26","260","2020-07-16","2021-04-02"
"DEN","MDW","4338","DEN","26","260","2020-07-16","2021-04-02"
"DEN","MEM","1730","DEN","26","260","2020-07-16","2021-04-02"
"DEN","MFR","365","DEN","26","260","2020-07-16","2021-04-02"
"DEN","MIA","810","DEN","26","260","2020-07-16","2021-04-02"
"DEN","MKE","1587","DEN","26","260","2020-07-16","2021-04-02"
"DEN","MLI","723","DEN","26","260","2020-07-16","2021-04-02"
"DEN","MRY","363","DEN","26","260","2020-07-16","2021-04-02"
"DEN","MSN","1003","DEN","26","260","2020-07-16","2021-04-02"
"DEN","MSO","1108","DEN","26","260","2020-07-16","2021-04-02"
"DEN","MSP","5011","DEN","26","260","2020-07-16","2021-04-02"
"DEN","MSY","1174","DEN","26","260","2020-07-16","2021-04-02"
"DEN","MTJ","1592","DEN","26","260","2020-07-16","2021-04-02"
"DEN","OAK","3100","DEN","26","260","2020-07-16","2021-04-02"
"DEN","OGG","163","DEN","26","260","2020-07-16","2021-04-02"
"DEN","OKC","2636","DEN","26","260","2020-07-16","2021-04-02"
"DEN","OMA","3169","DEN","26","260","2020-07-16","2021-04-02"
"DEN","ONT","1544","DEN","26","260","2020-07-16","2021-04-02"
"DEN","ORD","6051","DEN","26","260","2020-07-16","2021-04-02"
"DEN","PBI","94","DEN","26","260","2020-07-16","2021-04-02"
"DEN","PDX","4563","DEN","26","260","2020-07-16","2021-04-02"
"DEN","PHL","2975","DEN","26","260","2020-07-16","2021-04-02"
"DEN","PHX","8391","DEN","26","260","2020-07-16","2021-04-02"
"DEN","PIA","363","DEN","26","260","2020-07-16","2021-04-02"
"DEN","PIH","1","DEN","26","260","2020-07-16","2021-04-02"
"DEN","PIT","804","DEN","26","260","2020-07-16","2021-04-02"
"DEN","PSC","939","DEN","26","260","2020-07-16","2021-04-02"
"DEN","PSP","997","DEN","26","260","2020-07-16","2021-04-02"
"DEN","RAP","2308","DEN","26","260","2020-07-16","2021-04-02"
"DEN","RDM","12","DEN","26","260","2020-07-16","2021-04-02"
"DEN","RDU","470","DEN","26","260","2020-07-16","2021-04-02"
"DEN","RFD","289","DEN","26","260","2020-07-16","2021-04-02"
"DEN","RKS","545","DEN","26","260","2020-07-16","2021-04-02"
"DEN","RNO","1350","DEN","26","260","2020-07-16","2021-04-02"
"DEN","ROC","1","DEN","26","260","2020-07-16","2021-04-02"
"DEN","RSW","221","DEN","26","260","2020-07-16","2021-04-02"
"DEN","SAN","5358","DEN","26","260","2020-07-16","2021-04-02"
"DEN","SAT","2651","DEN","26","260","2020-07-16","2021-04-02"
"DEN","SBA","841","DEN","26","260","2020-07-16","2021-04-02"
"DEN","SDF","384","DEN","26","260","2020-07-16","2021-04-02"
"DEN","SEA","6414","DEN","26","260","2020-07-16","2021-04-02"
"DEN","SFO","5604","DEN","26","260","2020-07-16","2021-04-02"
"DEN","SGF","953","DEN","26","260","2020-07-16","2021-04-02"
"DEN","SJC","3684","DEN","26","260","2020-07-16","2021-04-02"
"DEN","SLC","8905","DEN","26","260","2020-07-16","2021-04-02"
"DEN","SMF","3331","DEN","26","260","2020-07-16","2021-04-02"
"DEN","SNA","3340","DEN","26","260","2020-07-16","2021-04-02"
"DEN","STL","2126","DEN","26","260","2020-07-16","2021-04-02"
"DEN","TPA","1682","DEN","26","260","2020-07-16","2021-04-02"
"DEN","TUL","1628","DEN","26","260","2020-07-16","2021-04-02"
"DEN","TUS","2089","DEN","26","260","2020-07-16","2021-04-02"
"DEN","TVC","88","DEN","26","260","2020-07-16","2021-04-02"
"DEN","TYS","510","DEN","26","260","2020-07-16","2021-04-02"
"DEN","XNA","686","DEN","26","260","2020-07-16","2021-04-02"
"DFW","ABI","2660","DFW","1","249","2020-07-03","2021-03-09"
"DFW","ABQ","2888","DFW","1","249","2020-07-03","2021-03-09"
"DFW","ACT","1994","DFW","1","249","2020-07-03","2021-03-09"
"DFW","AEX","1003","DFW","1","249","2020-07-03","2021-03-09"
"DFW","AMA","2551","DFW","1","249","2020-07-03","2021-03-09"
"DFW","ANC","153","DFW","1","249","2020-07-03","2021-03-09"
"DFW","ATL","9849","DFW","1","249","2020-07-03","2021-03-09"
"DFW","AUS","5508","DFW","1","249","2020-07-03","2021-03-09"
"DFW","BDL","1065","DFW","1","249","2020-07-03","2021-03-09"
"DFW","BHM","1287","DFW","1","249","2020-07-03","2021-03-09"
"DFW","BMI","60","DFW","1","249","2020-07-03","2021-03-09"
"DFW","BNA","2861","DFW","1","249","2020-07-03","2021-03-09"
"DFW","BOS","3036","DFW","1","249","2020-07-03","2021-03-09"
"DFW","BTR","2919","DFW","1","249","2020-07-03","2021-03-09"
"DFW","BUF","93","DFW","1","249","2020-07-03","2021-03-09"
"DFW","BUR","1375","DFW","1","249","2020-07-03","2021-03-09"
"DFW","BWI","2309","DFW","1","249","2020-07-03","2021-03-09"
"DFW","CAE","1157","DFW","1","249","2020-07-03","2021-03-09"
"DFW","CHA","426","DFW","1","249","2020-07-03","2021-03-09"
"DFW","CHS","1154","DFW","1","249","2020-07-03","2021-03-09"
"DFW","CID","1897","DFW","1","249","2020-07-03","2021-03-09"
"DFW","CLE","1665","DFW","1","249","2020-07-03","2021-03-09"
"DFW","CLL","1104","DFW","1","249","2020-07-03","2021-03-09"
"DFW","CLT","3797","DFW","1","249","2020-07-03","2021-03-09"
"DFW","CMH","1694","DFW","1","249","2020-07-03","2021-03-09"
"DFW","CMI","366","DFW","1","249","2020-07-03","2021-03-09"
"DFW","COS","2034","DFW","1","249","2020-07-03","2021-03-09"
"DFW","CRP","2509","DFW","1","249","2020-07-03","2021-03-09"
"DFW","CVG","3244","DFW","1","249","2020-07-03","2021-03-09"
"DFW","DAY","1038","DFW","1","249","2020-07-03","2021-03-09"
"DFW","DCA","3965","DFW","1","249","2020-07-03","2021-03-09"
"DFW","DEN","8193","DFW","1","249","2020-07-03","2021-03-09"
"DFW","DSM","2134","DFW","1","249","2020-07-03","2021-03-09"
"DFW","DTW","2792","DFW","1","249","2020-07-03","2021-03-09"
"DFW","EGE","457","DFW","1","249","2020-07-03","2021-03-09"
"DFW","ELP","2900","DFW","1","249","2020-07-03","2021-03-09"
"DFW","EVV","365","DFW","1","249","2020-07-03","2021-03-09"
"DFW","EWR","3728","DFW","1","249","2020-07-03","2021-03-09"
"DFW","FAT","730","DFW","1","249","2020-07-03","2021-03-09"
"DFW","FLL","2296","DFW","1","249","2020-07-03","2021-03-09"
"DFW","FNT","245","DFW","1","249","2020-07-03","2021-03-09"
"DFW","FSM","1825","DFW","1","249","2020-07-03","2021-03-09"
"DFW","FWA","713","DFW","1","249","2020-07-03","2021-03-09"
"DFW","GGG","971","DFW","1","249","2020-07-03","2021-03-09"
"DFW","GJT","600","DFW","1","249","2020-07-03","2021-03-09"
"DFW","GPT","1155","DFW","1","249","2020-07-03","2021-03-09"
"DFW","GRK","2562","DFW","1","249","2020-07-03","2021-03-09"
"DFW","GRR","793","DFW","1","249","2020-07-03","2021-03-09"
"DFW","GSO","1037","DFW","1","249","2020-07-03","2021-03-09"
"DFW","GSP","1435","DFW","1","249","2020-07-03","2021-03-09"
"DFW","GUC","109","DFW","1","249","2020-07-03","2021-03-09"
"DFW","HDN","126","DFW","1","249","2020-07-03","2021-03-09"
"DFW","HNL","732","DFW","1","249","2020-07-03","2021-03-09"
"DFW","HOU","2425","DFW","1","249","2020-07-03","2021-03-09"
"DFW","HSV","1714","DFW","1","249","2020-07-03","2021-03-09"
"DFW","IAD","2010","DFW","1","249","2020-07-03","2021-03-09"
"DFW","IAH","5526","DFW","1","249","2020-07-03","2021-03-09"
"DFW","ICT","1792","DFW","1","249","2020-07-03","2021-03-09"
"DFW","IND","2086","DFW","1","249","2020-07-03","2021-03-09"
"DFW","JAC","213","DFW","1","249","2020-07-03","2021-03-09"
"DFW","JAN","2604","DFW","1","249","2020-07-03","2021-03-09"
"DFW","JAX","1366","DFW","1","249","2020-07-03","2021-03-09"
"DFW","JFK","833","DFW","1","249","2020-07-03","2021-03-09"
"DFW","LAS","4956","DFW","1","249","2020-07-03","2021-03-09"
"DFW","LAW","1822","DFW","1","249","2020-07-03","2021-03-09"
"DFW","LAX","6571","DFW","1","249","2020-07-03","2021-03-09"
"DFW","LBB","3012","DFW","1","249","2020-07-03","2021-03-09"
"DFW","LEX","908","DFW","1","249","2020-07-03","2021-03-09"
"DFW","LFT","1181","DFW","1","249","2020-07-03","2021-03-09"
"DFW","LGA","5365","DFW","1","249","2020-07-03","2021-03-09"
"DFW","LIT","3245","DFW","1","249","2020-07-03","2021-03-09"
"DFW","LRD","1400","DFW","1","249","2020-07-03","2021-03-09"
"DFW","MAF","1777","DFW","1","249","2020-07-03","2021-03-09"
"DFW","MCI","2878","DFW","1","249","2020-07-03","2021-03-09"
"DFW","MCO","4114","DFW","1","249","2020-07-03","2021-03-09"
"DFW","MDT","272","DFW","1","249","2020-07-03","2021-03-09"
"DFW","MEM","2501","DFW","1","249","2020-07-03","2021-03-09"
"DFW","MFE","1439","DFW","1","249","2020-07-03","2021-03-09"
"DFW","MIA","3350","DFW","1","249","2020-07-03","2021-03-09"
"DFW","MKE","745","DFW","1","249","2020-07-03","2021-03-09"
"DFW","MLI","588","DFW","1","249","2020-07-03","2021-03-09"
"DFW","MLU","964","DFW","1","249","2020-07-03","2021-03-09"
"DFW","MOB","1398","DFW","1","249","2020-07-03","2021-03-09"
"DFW","MSN","946","DFW","1","249","2020-07-03","2021-03-09"
"DFW","MSP","2810","DFW","1","249","2020-07-03","2021-03-09"
"DFW","MSY","2501","DFW","1","249","2020-07-03","2021-03-09"
"DFW","MTJ","231","DFW","1","249","2020-07-03","2021-03-09"
"DFW","OAK","724","DFW","1","249","2020-07-03","2021-03-09"
"DFW","OGG","366","DFW","1","249","2020-07-03","2021-03-09"
"DFW","OKC","2846","DFW","1","249","2020-07-03","2021-03-09"
"DFW","OMA","1747","DFW","1","249","2020-07-03","2021-03-09"
"DFW","ONT","1741","DFW","1","249","2020-07-03","2021-03-09"
"DFW","ORD","8165","DFW","1","249","2020-07-03","2021-03-09"
"DFW","ORF","1035","DFW","1","249","2020-07-03","2021-03-09"
"DFW","PBI","853","DFW","1","249","2020-07-03","2021-03-09"
"DFW","PDX","1578","DFW","1","249","2020-07-03","2021-03-09"
"DFW","PHL","3483","DFW","1","249","2020-07-03","2021-03-09"
"DFW","PHX","5388","DFW","1","249","2020-07-03","2021-03-09"
"DFW","PIA","635","DFW","1","249","2020-07-03","2021-03-09"
"DFW","PIT","2140","DFW","1","249","2020-07-03","2021-03-09"
"DFW","PNS","2020","DFW","1","249","2020-07-03","2021-03-09"
"DFW","PSP","1095","DFW","1","249","2020-07-03","2021-03-09"
"DFW","RDU","2347","DFW","1","249","2020-07-03","2021-03-09"
"DFW","RIC","1041","DFW","1","249","2020-07-03","2021-03-09"
"DFW","RNO","1093","DFW","1","249","2020-07-03","2021-03-09"
"DFW","ROC","176","DFW","1","249","2020-07-03","2021-03-09"
"DFW","ROW","961","DFW","1","249","2020-07-03","2021-03-09"
"DFW","RSW","918","DFW","1","249","2020-07-03","2021-03-09"
"DFW","SAN","3526","DFW","1","249","2020-07-03","2021-03-09"
"DFW","SAT","5414","DFW","1","249","2020-07-03","2021-03-09"
"DFW","SAV","795","DFW","1","249","2020-07-03","2021-03-09"
"DFW","SBA","365","DFW","1","249","2020-07-03","2021-03-09"
"DFW","SDF","1386","DFW","1","249","2020-07-03","2021-03-09"
"DFW","SEA","3915","DFW","1","249","2020-07-03","2021-03-09"
"DFW","SFO","3486","DFW","1","249","2020-07-03","2021-03-09"
"DFW","SGF","3231","DFW","1","249","2020-07-03","2021-03-09"
"DFW","SHV","3579","DFW","1","249","2020-07-03","2021-03-09"
"DFW","SJC","2250","DFW","1","249","2020-07-03","2021-03-09"
"DFW","SJT","1315","DFW","1","249","2020-07-03","2021-03-09"
"DFW","SJU","985","DFW","1","249","2020-07-03","2021-03-09"
"DFW","SLC","3143","DFW","1","249","2020-07-03","2021-03-09"
"DFW","SMF","1346","DFW","1","249","2020-07-03","2021-03-09"
"DFW","SNA","3669","DFW","1","249","2020-07-03","2021-03-09"
"DFW","SPS","1831","DFW","1","249","2020-07-03","2021-03-09"
"DFW","STL","3598","DFW","1","249","2020-07-03","2021-03-09"
"DFW","SYR","178","DFW","1","249","2020-07-03","2021-03-09"
"DFW","TPA","2803","DFW","1","249","2020-07-03","2021-03-09"
"DFW","TUL","3256","DFW","1","249","2020-07-03","2021-03-09"
"DFW","TUS","2677","DFW","1","249","2020-07-03","2021-03-09"
"DFW","TXK","1247","DFW","1","249","2020-07-03","2021-03-09"
"DFW","TYR","1585","DFW","1","249","2020-07-03","2021-03-09"
"DFW","TYS","1505","DFW","1","249","2020-07-03","2021-03-09"
"DFW","VPS","1962","DFW","1","249","2020-07-03","2021-03-09"
"DFW","XNA","2780","DFW","1","249","2020-07-03","2021-03-09"
"DHN","ATL","1397","DHN","10","266","2020-07-16","2021-04-08"
"DRO","ABQ","1","DRO","26","260","2020-07-16","2021-04-02"
"DRO","DEN","2475","DRO","26","260","2020-07-16","2021-04-02"
"DRO","PHX","812","DRO","26","260","2020-07-16","2021-04-02"
"DRO","SLC","386","DRO","26","260","2020-07-16","2021-04-02"
"DSM","ATL","1115","DSM","3","81","2020-11-17","2021-02-06"
"DSM","CLE","139","DSM","3","81","2020-11-17","2021-02-06"
"DSM","CVG","982","DSM","3","81","2020-11-17","2021-02-06"
"DSM","CWA","1","DSM","3","81","2020-11-17","2021-02-06"
"DSM","DCA","272","DSM","3","81","2020-11-17","2021-02-06"
"DSM","DEN","1704","DSM","3","81","2020-11-17","2021-02-06"
"DSM","DFW","2137","DSM","3","81","2020-11-17","2021-02-06"
"DSM","DTW","956","DSM","3","81","2020-11-17","2021-02-06"
"DSM","GJT","2","DSM","3","81","2020-11-17","2021-02-06"
"DSM","IAH","688","DSM","3","81","2020-11-17","2021-02-06"
"DSM","LAX","175","DSM","3","81","2020-11-17","2021-02-06"
"DSM","LGA","707","DSM","3","81","2020-11-17","2021-02-06"
"DSM","LNK","1","DSM","3","81","2020-11-17","2021-02-06"
"DSM","MEM","751","DSM","3","81","2020-11-17","2021-02-06"
"DSM","MKE","722","DSM","3","81","2020-11-17","2021-02-06"
"DSM","MSP","1012","DSM","3","81","2020-11-17","2021-02-06"
"DSM","ORD","4525","DSM","3","81","2020-11-17","2021-02-06"
"DSM","ORF","1","DSM","3","81","2020-11-17","2021-02-06"
"DSM","PHX","749","DSM","3","81","2020-11-17","2021-02-06"
"DSM","RFD","1","DSM","3","81","2020-11-17","2021-02-06"
"DSM","SLC","3","DSM","3","81","2020-11-17","2021-02-06"
"DTW","ABE","997","DTW","29","421","2020-04-26","2021-06-21"
"DTW","ALB","1013","DTW","29","421","2020-04-26","2021-06-21"
"DTW","ANC","96","DTW","29","421","2020-04-26","2021-06-21"
"DTW","ATL","5612","DTW","29","421","2020-04-26","2021-06-21"
"DTW","ATW","1021","DTW","29","421","2020-04-26","2021-06-21"
"DTW","AVL","768","DTW","29","421","2020-04-26","2021-06-21"
"DTW","AVP","722","DTW","29","421","2020-04-26","2021-06-21"
"DTW","AZO","1176","DTW","29","421","2020-04-26","2021-06-21"
"DTW","BDL","1565","DTW","29","421","2020-04-26","2021-06-21"
"DTW","BGM","728","DTW","29","421","2020-04-26","2021-06-21"
"DTW","BGR","801","DTW","29","421","2020-04-26","2021-06-21"
"DTW","BHM","887","DTW","29","421","2020-04-26","2021-06-21"
"DTW","BNA","2712","DTW","29","421","2020-04-26","2021-06-21"
"DTW","BOS","2377","DTW","29","421","2020-04-26","2021-06-21"
"DTW","BTV","826","DTW","29","421","2020-04-26","2021-06-21"
"DTW","BUF","1508","DTW","29","421","2020-04-26","2021-06-21"
"DTW","BWI","3101","DTW","29","421","2020-04-26","2021-06-21"
"DTW","BZN","19","DTW","29","421","2020-04-26","2021-06-21"
"DTW","CAE","713","DTW","29","421","2020-04-26","2021-06-21"
"DTW","CAK","1044","DTW","29","421","2020-04-26","2021-06-21"
"DTW","CHA","73","DTW","29","421","2020-04-26","2021-06-21"
"DTW","CHS","761","DTW","29","421","2020-04-26","2021-06-21"
"DTW","CID","948","DTW","29","421","2020-04-26","2021-06-21"
"DTW","CLE","1182","DTW","29","421","2020-04-26","2021-06-21"
"DTW","CLT","2703","DTW","29","421","2020-04-26","2021-06-21"
"DTW","CMH","1894","DTW","29","421","2020-04-26","2021-06-21"
"DTW","CRW","208","DTW","29","421","2020-04-26","2021-06-21"
"DTW","CVG","3099","DTW","29","421","2020-04-26","2021-06-21"
"DTW","CWA","549","DTW","29","421","2020-04-26","2021-06-21"
"DTW","DAY","1322","DTW","29","421","2020-04-26","2021-06-21"
"DTW","DCA","2986","DTW","29","421","2020-04-26","2021-06-21"
"DTW","DEN","2919","DTW","29","421","2020-04-26","2021-06-21"
"DTW","DFW","2799","DTW","29","421","2020-04-26","2021-06-21"
"DTW","DLH","722","DTW","29","421","2020-04-26","2021-06-21"
"DTW","DSM","977","DTW","29","421","2020-04-26","2021-06-21"
"DTW","ELM","1336","DTW","29","421","2020-04-26","2021-06-21"
"DTW","ERI","1398","DTW","29","421","2020-04-26","2021-06-21"
"DTW","EVV","1342","DTW","29","421","2020-04-26","2021-06-21"
"DTW","EWR","4374","DTW","29","421","2020-04-26","2021-06-21"
"DTW","FLL","1321","DTW","29","421","2020-04-26","2021-06-21"
"DTW","FNT","1519","DTW","29","421","2020-04-26","2021-06-21"
"DTW","FWA","1202","DTW","29","421","2020-04-26","2021-06-21"
"DTW","GRB","1245","DTW","29","421","2020-04-26","2021-06-21"
"DTW","GRR","2527","DTW","29","421","2020-04-26","2021-06-21"
"DTW","GSO","1245","DTW","29","421","2020-04-26","2021-06-21"
"DTW","GSP","1239","DTW","29","421","2020-04-26","2021-06-21"
"DTW","HPN","666","DTW","29","421","2020-04-26","2021-06-21"
"DTW","HSV","698","DTW","29","421","2020-04-26","2021-06-21"
"DTW","IAD","1708","DTW","29","421","2020-04-26","2021-06-21"
"DTW","IAH","2740","DTW","29","421","2020-04-26","2021-06-21"
"DTW","ICT","242","DTW","29","421","2020-04-26","2021-06-21"
"DTW","IND","2605","DTW","29","421","2020-04-26","2021-06-21"
"DTW","ITH","133","DTW","29","421","2020-04-26","2021-06-21"
"DTW","JAN","682","DTW","29","421","2020-04-26","2021-06-21"
"DTW","JAX","507","DTW","29","421","2020-04-26","2021-06-21"
"DTW","JFK","1754","DTW","29","421","2020-04-26","2021-06-21"
"DTW","LAN","1642","DTW","29","421","2020-04-26","2021-06-21"
"DTW","LAS","2038","DTW","29","421","2020-04-26","2021-06-21"
"DTW","LAX","1608","DTW","29","421","2020-04-26","2021-06-21"
"DTW","LEX","1658","DTW","29","421","2020-04-26","2021-06-21"
"DTW","LGA","4594","DTW","29","421","2020-04-26","2021-06-21"
"DTW","LIT","362","DTW","29","421","2020-04-26","2021-06-21"
"DTW","LNK","320","DTW","29","421","2020-04-26","2021-06-21"
"DTW","MBS","1468","DTW","29","421","2020-04-26","2021-06-21"
"DTW","MCI","1438","DTW","29","421","2020-04-26","2021-06-21"
"DTW","MCO","3481","DTW","29","421","2020-04-26","2021-06-21"
"DTW","MDT","543","DTW","29","421","2020-04-26","2021-06-21"
"DTW","MDW","3179","DTW","29","421","2020-04-26","2021-06-21"
"DTW","MEM","2562","DTW","29","421","2020-04-26","2021-06-21"
"DTW","MHT","844","DTW","29","421","2020-04-26","2021-06-21"
"DTW","MIA","1227","DTW","29","421","2020-04-26","2021-06-21"
"DTW","MKE","1742","DTW","29","421","2020-04-26","2021-06-21"
"DTW","MLI","745","DTW","29","421","2020-04-26","2021-06-21"
"DTW","MSN","1603","DTW","29","421","2020-04-26","2021-06-21"
"DTW","MSP","4947","DTW","29","421","2020-04-26","2021-06-21"
"DTW","MSY","68","DTW","29","421","2020-04-26","2021-06-21"
"DTW","MYR","287","DTW","29","421","2020-04-26","2021-06-21"
"DTW","OKC","622","DTW","29","421","2020-04-26","2021-06-21"
"DTW","OMA","1324","DTW","29","421","2020-04-26","2021-06-21"
"DTW","ORD","7553","DTW","29","421","2020-04-26","2021-06-21"
"DTW","ORF","968","DTW","29","421","2020-04-26","2021-06-21"
"DTW","PBI","472","DTW","29","421","2020-04-26","2021-06-21"
"DTW","PDX","250","DTW","29","421","2020-04-26","2021-06-21"
"DTW","PHL","2791","DTW","29","421","2020-04-26","2021-06-21"
"DTW","PHX","2928","DTW","29","421","2020-04-26","2021-06-21"
"DTW","PIA","701","DTW","29","421","2020-04-26","2021-06-21"
"DTW","PIT","1558","DTW","29","421","2020-04-26","2021-06-21"
"DTW","PLN","263","DTW","29","421","2020-04-26","2021-06-21"
"DTW","PVD","1105","DTW","29","421","2020-04-26","2021-06-21"
"DTW","PWM","66","DTW","29","421","2020-04-26","2021-06-21"
"DTW","RDU","1368","DTW","29","421","2020-04-26","2021-06-21"
"DTW","RIC","700","DTW","29","421","2020-04-26","2021-06-21"
"DTW","ROA","748","DTW","29","421","2020-04-26","2021-06-21"
"DTW","ROC","864","DTW","29","421","2020-04-26","2021-06-21"
"DTW","RST","105","DTW","29","421","2020-04-26","2021-06-21"
"DTW","RSW","1144","DTW","29","421","2020-04-26","2021-06-21"
"DTW","SAN","583","DTW","29","421","2020-04-26","2021-06-21"
"DTW","SAT","597","DTW","29","421","2020-04-26","2021-06-21"
"DTW","SAV","508","DTW","29","421","2020-04-26","2021-06-21"
"DTW","SBN","1638","DTW","29","421","2020-04-26","2021-06-21"
"DTW","SCE","500","DTW","29","421","2020-04-26","2021-06-21"
"DTW","SDF","1082","DTW","29","421","2020-04-26","2021-06-21"
"DTW","SEA","1172","DTW","29","421","2020-04-26","2021-06-21"
"DTW","SFO","1235","DTW","29","421","2020-04-26","2021-06-21"
"DTW","SGF","363","DTW","29","421","2020-04-26","2021-06-21"
"DTW","SHV","360","DTW","29","421","2020-04-26","2021-06-21"
"DTW","SJU","155","DTW","29","421","2020-04-26","2021-06-21"
"DTW","SLC","572","DTW","29","421","2020-04-26","2021-06-21"
"DTW","SRQ","219","DTW","29","421","2020-04-26","2021-06-21"
"DTW","STL","2516","DTW","29","421","2020-04-26","2021-06-21"
"DTW","STT","16","DTW","29","421","2020-04-26","2021-06-21"
"DTW","SWF","724","DTW","29","421","2020-04-26","2021-06-21"
"DTW","SYR","1015","DTW","29","421","2020-04-26","2021-06-21"
"DTW","TPA","1452","DTW","29","421","2020-04-26","2021-06-21"
"DTW","TUL","726","DTW","29","421","2020-04-26","2021-06-21"
"DTW","TVC","1209","DTW","29","421","2020-04-26","2021-06-21"
"DTW","TYS","1788","DTW","29","421","2020-04-26","2021-06-21"
"DTW","XNA","362","DTW","29","421","2020-04-26","2021-06-21"
"EGE","ATL","109","EGE","26","260","2020-07-16","2021-04-02"
"EGE","CLT","13","EGE","26","260","2020-07-16","2021-04-02"
"EGE","CVG","30","EGE","26","260","2020-07-16","2021-04-02"
"EGE","DEN","1674","EGE","26","260","2020-07-16","2021-04-02"
"EGE","DFW","457","EGE","26","260","2020-07-16","2021-04-02"
"EGE","EWR","207","EGE","26","260","2020-07-16","2021-04-02"
"EGE","IAH","124","EGE","26","260","2020-07-16","2021-04-02"
"EGE","JFK","13","EGE","26","260","2020-07-16","2021-04-02"
"EGE","LAX","111","EGE","26","260","2020-07-16","2021-04-02"
"EGE","LGA","16","EGE","26","260","2020-07-16","2021-04-02"
"EGE","MIA","43","EGE","26","260","2020-07-16","2021-04-02"
"EGE","MSP","112","EGE","26","260","2020-07-16","2021-04-02"
"EGE","ORD","197","EGE","26","260","2020-07-16","2021-04-02"
"EKO","SLC","1577","EKO","7","417","2020-06-24","2021-08-15"
"EKO","TWF","3","EKO","7","417","2020-06-24","2021-08-15"
"ELM","DTW","1336","ELM","22","433","2020-04-17","2021-06-24"
"ELP","ABQ","792","ELP","1","249","2020-07-03","2021-03-09"
"ELP","ATL","575","ELP","1","249","2020-07-03","2021-03-09"
"ELP","AUS","1344","ELP","1","249","2020-07-03","2021-03-09"
"ELP","DAL","2290","ELP","1","249","2020-07-03","2021-03-09"
"ELP","DEN","1060","ELP","1","249","2020-07-03","2021-03-09"
"ELP","DFW","2901","ELP","1","249","2020-07-03","2021-03-09"
"ELP","HOU","1033","ELP","1","249","2020-07-03","2021-03-09"
"ELP","IAH","1136","ELP","1","249","2020-07-03","2021-03-09"
"ELP","LAS","1056","ELP","1","249","2020-07-03","2021-03-09"
"ELP","LAX","1075","ELP","1","249","2020-07-03","2021-03-09"
"ELP","LBB","362","ELP","1","249","2020-07-03","2021-03-09"
"ELP","ONT","381","ELP","1","249","2020-07-03","2021-03-09"
"ELP","ORD","670","ELP","1","249","2020-07-03","2021-03-09"
"ELP","PHX","4136","ELP","1","249","2020-07-03","2021-03-09"
"ELP","SAN","366","ELP","1","249","2020-07-03","2021-03-09"
"ELP","SAT","1344","ELP","1","249","2020-07-03","2021-03-09"
"ELP","SLC","121","ELP","1","249","2020-07-03","2021-03-09"
"ELP","TUS","89","ELP","1","249","2020-07-03","2021-03-09"
"ERI","DTW","1398","ERI","4","434","2020-04-19","2021-06-27"
"ERI","PIT","1","ERI","4","434","2020-04-19","2021-06-27"
"EUG","DEN","726","EUG","12","410","2020-07-01","2021-08-15"
"EUG","FAT","1","EUG","12","410","2020-07-01","2021-08-15"
"EUG","LAS","162","EUG","12","410","2020-07-01","2021-08-15"
"EUG","LAX","305","EUG","12","410","2020-07-01","2021-08-15"
"EUG","MFR","1","EUG","12","410","2020-07-01","2021-08-15"
"EUG","PDX","1551","EUG","12","410","2020-07-01","2021-08-15"
"EUG","PHX","372","EUG","12","410","2020-07-01","2021-08-15"
"EUG","RDM","1","EUG","12","410","2020-07-01","2021-08-15"
"EUG","SFO","1919","EUG","12","410","2020-07-01","2021-08-15"
"EUG","SLC","711","EUG","12","410","2020-07-01","2021-08-15"
"EVV","ATL","1151","EVV","15","252","2020-07-27","2021-04-05"
"EVV","CVG","136","EVV","15","252","2020-07-27","2021-04-05"
